Date,Open,High,Low,Close,Volume
2010-01-04,105.48,106.21,104.83,105.64,95089
2010-01-05,104.73,104.73,101.31,103.0,317125
2010-01-06,102.65,104.27,101.52,102.21,243345
2010-01-07,102.0,102.55,100.36,100.44,209346
2010-01-08,99.9,102.3,99.54,102.14,119491
2010-01-11,102.1,103.35,101.84,103.05,112215
2010-01-12,102.88,103.12,101.15,101.59,97221
2010-01-13,101.38,103.57,101.04,102.97,160059
2010-01-14,103.2,104.53,103.01,103.82,131965
2010-01-15,104.05,104.34,100.97,101.09,101684
2010-01-19,100.72,102.03,100.55,101.7,153363
2010-01-20,101.2,101.64,99.91,100.82,136563
2010-01-21,101.46,102.13,99.69,100.17,314019
2010-01-22,100.48,101.06,98.7,98.78,148921
2010-01-25,99.06,99.59,98.59,99.09,139470
2010-01-26,98.71,100.07,98.0,98.97,80011
2010-01-27,98.69,98.75,97.0,98.23,182405
2010-01-28,98.0,99.39,97.34,97.34,184840
2010-01-29,97.35,99.0,97.27,97.47,206206
2010-02-01,97.64,98.46,97.06,97.68,234700
2010-02-02,97.97,98.95,97.26,98.1,267482
2010-02-03,97.52,100.3,97.52,100.24,282019
2010-02-04,99.44,99.94,96.14,96.29,360998
2010-02-05,96.01,98.45,93.95,96.94,620353
2010-02-08,96.35,96.98,94.46,94.46,312349
2010-02-09,95.49,96.18,95.26,95.59,156715
2010-02-10,95.25,95.67,93.99,94.1,120045
2010-02-11,93.74,95.03,93.65,94.85,221338
2010-02-12,93.95,94.67,93.43,94.33,424732
2010-02-16,94.8,95.77,94.22,95.76,209610
2010-02-17,95.81,96.45,95.7,96.24,157688
2010-02-18,96.31,96.54,95.84,96.0,180137
2010-02-19,95.63,97.51,95.09,97.43,245597
2010-02-22,98.31,98.43,97.44,98.36,243462
2010-02-23,98.45,98.67,97.8,98.36,248064
2010-02-24,98.21,99.35,98.0,98.55,169578
2010-02-25,98.01,98.92,97.11,98.79,137601
2010-02-26,98.41,99.74,98.41,99.41,139924
2010-03-01,99.86,102.98,99.43,102.62,215455
2010-03-02,102.67,103.84,102.32,103.61,156344
2010-03-03,103.87,104.63,103.36,103.94,96803
2010-03-04,104.18,104.38,101.65,103.37,231404
2010-03-05,104.21,105.6,104.0,105.5,154800
2010-03-08,105.03,105.76,104.81,105.29,153176
2010-03-09,105.29,105.5,104.48,105.0,84159
2010-03-10,104.62,106.06,104.58,105.62,283981
2010-03-11,105.69,106.18,104.63,105.3,197111
2010-03-12,105.5,106.1,104.88,106.09,120545
2010-03-15,106.09,107.36,105.77,107.17,149962
2010-03-16,107.23,109.24,107.23,109.14,304275
2010-03-17,109.24,109.75,108.56,108.81,151130
2010-03-18,109.05,109.22,107.85,108.22,97063
2010-03-19,108.25,108.25,107.02,107.2,186858
2010-03-22,107.07,108.77,106.43,108.6,145822
2010-03-23,108.96,109.98,108.41,109.77,105487
2010-03-24,108.78,109.34,108.25,108.36,120218
2010-03-25,109.15,110.75,108.65,109.42,135202
2010-03-26,109.62,110.0,108.87,109.39,79999
2010-03-29,109.01,111.45,108.93,109.06,245100
2010-03-30,109.44,111.07,108.94,110.31,123141
2010-03-31,110.31,110.78,109.2,109.2,124860
2010-04-01,109.86,110.99,109.65,110.26,100820
2010-04-05,110.33,111.37,110.3,111.19,158858
2010-04-06,110.39,112.75,109.91,112.58,185720
2010-04-07,112.66,112.87,111.33,112.27,121476
2010-04-08,112.22,112.54,110.56,112.32,177325
2010-04-09,112.33,113.48,111.95,113.48,97193
2010-04-12,113.49,114.49,113.34,114.22,119949
2010-04-13,114.16,115.47,113.84,115.26,228104
2010-04-14,115.49,116.99,115.42,116.68,157105
2010-04-15,116.23,117.75,116.23,116.58,103165
2010-04-16,116.6,117.73,115.66,117.29,298666
2010-04-19,116.23,117.23,115.83,116.92,146046
2010-04-20,117.3,117.73,116.61,116.87,162935
2010-04-21,116.72,117.5,115.98,116.45,161981
2010-04-22,115.28,115.87,114.66,115.23,233175
2010-04-23,115.02,116.77,114.15,116.76,242437
2010-04-26,116.38,117.9,116.29,116.7,194373
2010-04-27,116.78,120.12,115.96,116.31,289123
2010-04-28,116.88,118.87,116.23,118.42,278640
2010-04-29,118.89,120.96,118.87,119.83,327321
2010-04-30,127.47,130.17,125.46,125.48,503814
2010-05-03,126.58,127.62,124.84,126.7,274890
2010-05-04,125.25,125.42,122.81,123.66,372411
2010-05-05,122.65,122.65,119.68,120.2,268677
2010-05-06,120.02,120.02,111.61,117.53,351212
2010-05-07,116.17,116.42,111.82,112.46,278202
2010-05-10,116.13,118.75,116.03,117.57,306761
2010-05-11,117.0,120.29,116.38,119.95,286849
2010-05-12,119.97,122.0,119.93,122.0,231345
2010-05-13,121.5,121.62,119.93,120.48,212472
2010-05-14,120.21,120.21,117.47,118.25,495049
2010-05-17,118.36,119.28,116.57,118.6,203538
2010-05-18,119.96,119.96,116.0,116.34,325501
2010-05-19,115.5,116.46,114.8,116.04,344490
2010-05-20,114.71,114.71,110.08,110.82,382725
2010-05-21,109.22,112.65,108.82,111.35,362993
2010-05-24,110.85,112.86,110.73,111.32,220913
2010-05-25,109.07,110.14,107.0,109.11,401757
2010-05-26,110.0,112.31,109.73,110.69,352465
2010-05-27,113.19,116.85,112.83,116.64,315167
2010-05-28,116.25,116.81,114.0,114.53,182438
2010-06-01,113.71,115.04,112.35,112.41,134890
2010-06-02,112.64,114.06,110.59,113.96,218055
2010-06-03,114.43,116.0,113.78,115.32,232764
2010-06-04,113.68,113.87,109.94,110.21,229277
2010-06-07,110.16,110.78,107.76,107.96,203228
2010-06-08,107.93,108.25,106.22,107.42,256976
2010-06-09,108.27,111.54,107.84,110.36,328814
2010-06-10,111.8,113.63,111.59,113.4,215306
2010-06-11,112.28,114.44,112.16,113.17,209496
2010-06-14,113.66,117.14,113.66,115.59,173680
2010-06-15,116.05,117.97,116.05,117.74,98320
2010-06-16,116.81,118.98,116.31,118.25,177896
2010-06-17,118.68,119.36,116.62,118.02,81001
2010-06-18,117.86,118.63,116.64,116.98,113467
2010-06-21,118.17,119.7,116.26,116.76,121590
2010-06-22,116.65,117.93,114.89,115.01,119681
2010-06-23,114.92,115.58,113.53,114.59,84547
2010-06-24,113.69,114.44,113.01,113.44,105729
2010-06-25,113.52,115.75,112.91,114.52,189053
2010-06-28,115.04,116.05,113.79,114.71,69824
2010-06-29,114.17,114.17,109.98,110.55,211171
2010-06-30,110.04,112.44,109.97,111.63,219094
2010-07-01,111.43,111.49,107.57,109.39,213720
2010-07-02,109.9,110.29,108.1,108.42,123787
2010-07-06,109.19,111.93,109.19,111.41,317308
2010-07-07,111.91,113.74,110.85,113.51,288165
2010-07-08,113.93,115.24,113.32,114.52,290630
2010-07-09,114.64,115.94,114.35,115.9,100769
2010-07-12,115.74,116.71,115.24,116.06,183921
2010-07-13,117.27,118.74,116.99,117.9,157093
2010-07-14,117.74,118.73,117.22,118.65,133548
2010-07-15,118.8,119.3,117.44,118.49,153081
2010-07-16,117.88,118.05,116.06,116.28,177625
2010-07-19,115.9,117.4,115.9,116.78,190707
2010-07-20,115.69,117.08,115.69,117.0,432578
2010-07-21,117.3,118.45,116.28,117.31,320914
2010-07-22,118.52,121.39,118.03,121.24,340282
2010-07-23,121.49,122.77,118.93,120.93,385523
2010-07-26,121.54,123.14,120.7,122.29,200594
2010-07-27,122.6,122.6,118.38,118.44,294459
2010-07-28,118.53,120.24,118.09,118.25,237958
2010-07-29,119.0,119.51,115.68,116.77,216261
2010-07-30,115.82,117.54,115.24,116.8,170984
2010-08-02,118.27,118.5,117.76,118.44,171859
2010-08-03,118.28,120.27,117.73,118.73,150606
2010-08-04,118.57,121.24,118.5,121.07,169323
2010-08-05,121.03,121.56,120.18,121.18,93585
2010-08-06,120.0,121.42,118.97,121.32,122153
2010-08-09,122.19,122.48,121.22,122.31,106215
2010-08-10,120.54,121.57,119.55,120.13,90477
2010-08-11,118.44,119.01,115.77,116.14,154051
2010-08-12,114.89,115.41,113.88,114.44,172045
2010-08-13,114.16,114.68,113.3,113.56,122254
2010-08-16,112.91,114.88,112.57,114.27,72169
2010-08-17,115.15,119.42,115.0,118.4,158975
2010-08-18,118.4,118.42,116.74,116.74,150724
2010-08-19,115.85,116.63,113.67,114.25,160018
2010-08-20,113.47,113.87,111.54,113.65,180247
2010-08-23,114.27,115.3,112.55,112.76,98762
2010-08-24,111.33,111.41,108.88,110.15,166358
2010-08-25,109.34,110.69,107.9,110.3,256616
2010-08-26,110.56,113.63,109.46,110.37,181853
2010-08-27,110.95,111.99,109.77,111.72,151106
2010-08-30,111.25,112.63,109.88,109.9,88591
2010-08-31,108.65,112.02,108.12,110.27,299967
2010-09-01,111.59,115.27,111.59,114.99,183270
2010-09-02,114.69,116.46,114.69,116.0,97077
2010-09-03,117.19,119.22,117.02,118.51,134418
2010-09-07,118.59,120.34,116.8,117.16,111442
2010-09-08,117.51,118.36,117.14,117.26,103409
2010-09-09,118.6,118.92,117.59,117.89,109098
2010-09-10,117.94,118.58,117.59,117.81,91852
2010-09-13,119.0,120.79,118.86,120.35,151866
2010-09-14,120.22,123.19,120.03,123.06,178881
2010-09-15,122.98,124.92,122.18,123.78,115319
2010-09-16,123.45,124.68,123.21,123.76,93265
2010-09-17,124.03,124.39,123.13,123.58,221764
2010-09-20,123.75,125.0,123.46,123.5,218746
2010-09-21,123.4,123.9,122.25,122.88,170668
2010-09-22,122.29,123.06,120.5,121.18,228666
2010-09-23,120.71,122.5,119.96,120.05,130617
2010-09-24,121.09,124.24,120.88,123.65,124325
2010-09-27,123.56,123.88,122.38,123.27,131094
2010-09-28,123.77,124.41,122.32,123.79,185859
2010-09-29,123.76,124.91,123.16,124.19,144223
2010-09-30,125.0,126.83,124.26,124.44,274020
2010-10-01,125.38,125.99,124.0,124.99,126170
2010-10-04,124.3,125.24,122.52,123.28,105068
2010-10-05,124.16,127.0,124.16,126.52,85309
2010-10-06,126.14,127.0,124.69,125.0,90613
2010-10-07,125.34,125.53,123.83,124.75,73362
2010-10-08,124.68,126.5,124.21,125.82,65579
2010-10-11,125.79,126.25,125.24,125.98,83763
2010-10-12,125.88,126.26,123.88,125.33,127751
2010-10-13,126.43,128.26,126.13,127.54,117957
2010-10-14,127.3,127.76,125.21,125.63,103900
2010-10-15,126.46,126.49,124.67,125.7,120963
2010-10-18,125.61,127.83,125.61,127.72,83701
2010-10-19,125.87,127.31,124.78,125.52,116957
2010-10-20,125.99,129.48,125.9,127.82,108056
2010-10-21,128.44,130.48,128.44,129.73,138231
2010-10-22,129.63,131.17,129.2,131.01,144226
2010-10-25,131.65,132.72,131.41,132.01,146669
2010-10-26,131.89,131.97,130.11,131.0,166583
2010-10-27,130.09,131.96,129.94,130.87,111664
2010-10-28,131.79,132.74,130.35,132.05,57587
2010-10-29,131.59,133.02,130.4,130.56,120240
2010-11-01,131.51,132.76,130.68,132.09,108115
2010-11-02,133.52,134.4,133.32,134.0,83856
2010-11-03,134.0,134.0,131.52,133.0,208978
2010-11-04,134.25,136.97,133.62,136.22,172275
2010-11-05,139.65,141.81,139.25,141.48,272138
2010-11-08,136.45,141.05,135.5,140.47,211732
2010-11-09,140.55,140.94,138.9,139.18,138929
2010-11-10,138.97,146.35,137.61,143.68,310379
2010-11-11,142.5,145.02,141.76,144.44,145489
2010-11-12,142.67,144.1,141.57,142.39,138343
2010-11-15,142.66,144.85,142.34,144.23,123936
2010-11-16,143.05,143.19,138.7,139.32,162940
2010-11-17,139.21,141.56,139.09,141.13,140942
2010-11-18,142.11,144.07,142.0,142.32,195183
2010-11-19,142.3,143.58,141.99,143.32,69376
2010-11-22,142.34,145.24,142.34,144.78,133820
2010-11-23,143.05,143.1,141.56,142.35,161931
2010-11-24,143.52,149.19,143.47,146.8,243205
2010-11-26,145.89,146.87,145.56,146.08,60716
2010-11-29,145.24,146.82,144.73,146.31,174212
2010-11-30,144.75,146.25,144.7,145.18,122499
2010-12-01,146.96,147.14,144.69,145.93,241047
2010-12-02,145.91,149.71,145.91,149.23,142646
2010-12-03,148.49,151.73,148.49,151.15,100514
2010-12-06,150.99,151.21,149.87,150.87,61690
2010-12-07,152.47,153.8,151.58,152.72,132008
2010-12-08,152.61,153.58,151.64,152.48,96980
2010-12-09,153.55,154.49,152.24,154.13,103441
2010-12-10,154.07,156.85,153.86,155.19,158991
2010-12-13,155.24,159.06,155.06,157.55,156243
2010-12-14,157.55,158.36,156.29,157.08,135283
2010-12-15,156.55,157.94,152.84,153.36,266543
2010-12-16,153.48,155.61,153.42,155.36,167845
2010-12-17,155.63,158.47,154.16,157.45,194333
2010-12-20,157.64,158.61,155.35,156.93,103457
2010-12-21,157.42,157.92,154.85,154.99,153537
2010-12-22,155.41,156.0,153.47,153.95,182486
2010-12-23,153.74,154.5,153.19,153.3,54045
2010-12-27,152.91,153.0,152.0,152.64,105694
2010-12-28,152.94,153.47,152.09,153.15,83127
2010-12-29,153.39,153.99,152.11,152.59,67050
2010-12-30,152.19,154.18,151.57,152.52,34874
2010-12-31,152.11,152.97,151.21,151.21,63310
2011-01-03,152.41,154.85,152.41,153.23,85925
2011-01-04,151.88,152.86,148.24,151.56,159184
2011-01-05,151.14,153.67,150.54,150.64,122063
2011-01-06,150.48,152.12,149.72,150.42,70698
2011-01-07,150.37,151.34,146.56,147.23,141257
2011-01-10,146.7,151.33,145.53,150.52,153583
2011-01-11,151.36,154.03,151.36,152.06,100715
2011-01-12,153.38,153.38,150.38,151.05,109940
2011-01-13,151.25,151.73,149.95,150.44,65765
2011-01-14,150.41,152.44,149.98,151.57,125963
2011-01-18,151.19,155.72,150.86,155.72,193668
2011-01-19,155.38,156.85,152.26,153.16,225846
